/home/jorge/Pictures/Test_Images_for_Demo/New_Unknown/1.jpg@n04275548 spider web, spider's web@0.48339844@n03388043 fountain@0.38842773@n01910747 jellyfish@0.024642944@n04286575 spotlight, spot@0.018753052@n04258138 solar dish, solar collector, solar furnace@0.012145996@93.8296
/home/jorge/Pictures/Test_Images_for_Demo/New_Unknown/10.jpeg@n09428293 seashore, coast, seacoast, sea-coast@0.83984375@n09421951 sandbar, sand bar@0.14038086@n09399592 promontory, headland, head, foreland@0.014671326@n09332890 lakeside, lakeshore@0.0023059845@n02894605 breakwater, groin, groyne, mole, bulwark, seawall, jetty@0.0012235641@93.616714
/home/jorge/Pictures/Test_Images_for_Demo/New_Unknown/11.jpeg@n04311004 steel arch bridge@0.3869629@n03160309 dam, dike, dyke@0.17175293@n03933933 pier@0.069885254@n04258138 solar dish, solar collector, solar furnace@0.058441162@n04606251 wreck@0.051971436@93.64382
/home/jorge/Pictures/Test_Images_for_Demo/New_Unknown/12.jpg@n04562935 water tower@0.29296875@n03388043 fountain@0.20141602@n04044716 radio telescope, radio reflector@0.17492676@n04532670 viaduct@0.050933838@n03781244 monastery@0.045288086@93.78965
/home/jorge/Pictures/Test_Images_for_Demo/New_Unknown/13.jpeg@n04525038 velvet@0.5336914@n04599235 wool, woolen, woollen@0.19482422@n01930112 nematode, nematode worm, roundworm@0.15161133@n02963159 cardigan@0.013053894@n04589890 window screen@0.012756348@93.92196
/home/jorge/Pictures/Test_Images_for_Demo/New_Unknown/14.jpeg@n09472597 volcano@0.05532837@n04525038 velvet@0.04660034@n04589890 window screen@0.03640747@n09421951 sandbar, sand bar@0.032287598@n01910747 jellyfish@0.024749756@93.93801
/home/jorge/Pictures/Test_Images_for_Demo/New_Unknown/15.jpeg@n03781244 monastery@0.7553711@n03220513 dome@0.12719727@n03028079 church, church building@0.10467529@n02825657 bell cote, bell cot@0.007949829@n03788195 mosque@0.0022583008@93.94117
/home/jorge/Pictures/Test_Images_for_Demo/New_Unknown/16.jpeg@n09428293 seashore, coast, seacoast, sea-coast@0.51904297@n09332890 lakeside, lakeshore@0.2590332@n09193705 alp@0.06100464@n09468604 valley, vale@0.036712646@n09399592 promontory, headland, head, foreland@0.026245117@93.81382
/home/jorge/Pictures/Test_Images_for_Demo/New_Unknown/17.jpg@n04486054 triumphal arch@0.9921875@n02825657 bell cote, bell cot@0.002204895@n03877845 palace@0.0014228821@n03388043 fountain@0.0013160706@n04366367 suspension bridge@0.0007801056@94.17505
/home/jorge/Pictures/Test_Images_for_Demo/New_Unknown/18.jpeg@n09428293 seashore, coast, seacoast, sea-coast@0.14099121@n09421951 sandbar, sand bar@0.13769531@n09332890 lakeside, lakeshore@0.13244629@n09229709 bubble@0.07727051@n02066245 grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus@0.06817627@94.16293
